id,value
flare.GovernmentOfficials108357784,31
flare.Medicine106043075,191
flare.Geologist110127689,2101
flare.Day115155220,1514
flare.GeneticDisease114151139,819
flare.Petroglyph100942440,32
flare.HiredHand110176679,122
flare.Burner102923129,10
flare.TimeUnit115154774,1854
flare.Conveyance103100490,36022
flare.Wildflower111672400,60
flare.BigCat102127808,79
flare.Fabulist110075529,124
flare.Heparin103514974,14
flare.Elevator103281145,26
flare.Cookbook106413020,104
flare.Honor114436875,377
flare.Dysphemism106605396,24
flare.SaddleHorse102377703,35
flare.NewsAgency108355075,329
flare.Corrective103111899,73
flare.Metro103757138,242
flare.Simpleton110599354,226
flare.Hamlet108226978,1475
flare.Boot102872752,52
flare.MathematicalProof106647864,46
flare.ChromaticColor104959672,75
flare.SodiumCarbonate115044844,131
flare.NavalCommander110347446,188
flare.Regiment108213817,4318
flare.Vampire109544109,412
flare.Sighting100880269,100
flare.Rocket104099429,1564
flare.DrugCartel108236963,26
flare.Condom103088164,12
flare.NuclearWeapon103834604,274
flare.CalendarDay115157041,1090
flare.Source104263614,390
flare.Variable105857459,216
flare.Medium110306279,167
flare.Circus108189211,113
flare.Lookout110271216,2200
flare.Vine113100677,584
flare.Demand107191279,11
flare.Facility103315023,108658
flare.GlypticArt103442288,10
flare.Thermometer104421872,26
flare.Constituency108238156,5624
flare.Acquisition113253255,290
flare.CarboxylicAcid114739360,681
flare.Meet107467846,195
flare.Monosaccharide114954284,87
flare.Winner110782940,38083
flare.Dark113983515,266
flare.Evidence106643408,7904
flare.Dentist110004282,502
flare.Accomplice109761068,12
flare.Superlative106693870,34
flare.Palindrome106294828,11
flare.Humanitarian110191613,680
flare.WindTurbine104591517,46
flare.Mill103765561,321
flare.Sensualist109629246,51
flare.Control106657202,26
flare.Exclamation107125523,36
flare.Shunter104211219,10
flare.Calligrapher109889170,357
flare.Onion112433081,311
flare.Oriole101571904,10
flare.KnowledgeDomain105999266,3303
flare.Hillbilly110176357,27
flare.ProtectiveGarment104015204,29
flare.Stop107365849,86
flare.Fraxinella112712626,14
flare.Accomplishment100035189,371
flare.Viceroy110751785,398
flare.Benzodiazepine102830852,68
flare.Dodger110022759,91
flare.MiningCompany108003619,431
flare.Bodybuilder109862845,628
flare.Couple113743605,1316
flare.Ball102778669,45
flare.Fur114764061,59
flare.Gown103450516,59
flare.Detective110009276,450
flare.WorkOfArt104601690,161
flare.JuniorCollege108282364,927
flare.ShotgunShell104206570,16
flare.TaxCredit113378968,28
flare.Fluorocarbon114871968,24
flare.SalesTax113316568,13
flare.Pteridologist110490330,158
flare.Coiner109935233,15
flare.Piano103928116,12
flare.Molecule114682133,9586
flare.Stork102002075,12
flare.Tour100310666,3434
flare.Constant105858936,151
flare.MetricUnit113604275,1160
flare.Inquiry105797597,1709
flare.ExecutiveDepartment108123167,34
flare.Cofactor114800706,22
flare.Cake107628870,187
flare.Duty113315999,67
flare.Agaric112998815,10
flare.Parser106577369,16
flare.Position106208751,130
flare.Request106513366,129
flare.Municipality108225581,73
flare.Pachycephalosaur101703161,23
flare.RiteOfPassage101037294,61
flare.Oblate110348874,22
flare.WaterSport100441824,96
flare.Jet103595860,242
flare.Groundling110148542,88
flare.Information106634376,8069
flare.Register113412321,42
flare.Glassblower110132035,14
flare.Man110287213,837
flare.Seaplane104160586,536
flare.Evidence105823932,743
flare.Dirtiness114497763,18
flare.Knife103623556,158
flare.Furniture103405725,1008
flare.Enterovirus101337915,11
flare.Charity108406619,3595
flare.CorporalPunishment101161161,59
flare.Academy108279298,1967
flare.SecondarySchool108284481,26421
flare.Gem114699752,66
flare.Swindle100780148,63
flare.Flamingo102007558,10
flare.Agent109190918,3294
flare.TimeInterval115269513,399
flare.RiverBasin108518940,459
flare.Dune109270735,102
flare.AssaultRifle102749479,285
flare.NavigationalInstrument103813176,14
flare.PhonographRecord103924069,48
flare.ArmoredDinosaur101701551,97
flare.Disguise103206718,50
flare.Leukocyte105449959,31
flare.AutomobileEngine102761557,405
flare.Pioneer110434424,46
flare.Bookshop102871525,94
flare.Jaw105546040,26
flare.StaffOfficer110644839,48
flare.Customs113317002,67
flare.BowlerHat102881757,168
flare.Novel106367879,16043
flare.Masonry103725717,13
flare.FuelInjection103401279,25
flare.Association105763916,19
flare.Urea115085472,208
flare.PersonalityTest101007463,87
flare.Ripple107344663,61
flare.Prosimian102496052,19
flare.Beating-reedInstrument102817799,116
flare.Currency113385913,1976
flare.Dame109989045,511
flare.Gunfight100124617,42
flare.Cocktail107911677,330
flare.Cactus111842204,336
flare.Glyceride114885088,14
flare.Loyalty104877530,12
flare.Titanosaur101710747,108
flare.Deputy110005548,999
flare.Squirrel102355227,293
flare.ReducingAgent114780267,36
flare.End110056398,1090
flare.Sheet104188643,17
flare.Dermatologist110006177,209
flare.Cart102970849,21
flare.Centrifuge102995998,18
flare.Phone107111047,271
flare.MusicalNotation106814870,190
flare.Intuition105919034,15
flare.Odd-toedUngulate102373336,3865
flare.Sum113331198,37
flare.ComputerCircuit103084420,235
flare.Subgroup108001083,46
flare.Message106598915,35659
flare.Disagreement107180787,1882
flare.Graph107000195,251
flare.Motion100331950,1346
flare.Parodist110400998,448
flare.Housing103546340,29174
flare.Part109385911,5035
flare.Pyrimidine114999913,180
flare.Diesel-hydraulicLocomotive103193423,60
flare.Sailboat104128499,120
flare.FlagOfficer110094584,4139
flare.Bicycle102834778,110
flare.PetroleumGeologist110420392,19
flare.Tooth105282746,97
flare.Variation107337390,252
flare.AccountingFirm108062326,71
flare.OrganPipe103854815,22
flare.Memorial106688522,328
flare.Drum103249569,250
flare.Feud101236173,27
flare.Separatist110580030,26
flare.BirthDefect114465048,649
flare.Judge110225219,14940
flare.Attainment100062806,93
flare.Woodworker110790192,466
flare.Chamber103003730,375
flare.Display106887726,260
flare.Rod104100174,43
flare.Imagination105625465,16071
flare.Lagomorph102323449,131
flare.SchoolBus104146614,25
flare.Justiciar110228592,22
flare.Information105816287,2681
flare.Semanticist110577820,147
flare.Mausoleum103732114,201
flare.SpiritualBeing109504135,4397
flare.Mallee112335664,40
flare.Implement103563967,1380
flare.Battery108389572,167
flare.Relation100031921,72707
flare.Ruminant102399000,224
flare.Archeologist109804806,2377
flare.Noise107387509,125
flare.Constable109959142,227
flare.PrisonChaplain109908769,23
flare.Portal103985684,60
flare.Vertebrate101471682,29774
flare.Holder103525454,76
flare.Class107997703,4028
flare.Fuel114875077,136
flare.Cracker107681926,11
flare.Dancer109990415,12
flare.Well104572344,159
flare.Microorganism101326291,3977
flare.Child'sRoom103017070,17
flare.Repellent114920388,28
flare.Bond113417410,30
flare.Landmass109335916,109
flare.MusicHall103801533,31
flare.Dining-roomAttendant110013614,20
flare.Abstraction100002137,1079890
flare.MathematicalNotation106808720,34
flare.Inhabitant109620078,870
flare.Pagoda103874965,107
flare.Brandy107903208,54
flare.Disparagement106717170,230
flare.Stone104326084,43
flare.Steelmaker110653679,45
flare.Call106582761,11
flare.Corps108213079,10
flare.Infrastructure103570372,12
flare.Scholarship113266170,154
flare.Soprano110625546,2395
flare.IrrationalNumber113730584,48
flare.Astronaut109818022,751
flare.Opera103849814,403
flare.Rune106840187,71
flare.Ocean109376198,660
flare.Caldera109231117,269
flare.DistrictAttorney110019072,701
flare.Rotunda104112654,66
flare.Protozoan101389507,177
flare.NavalGun103811965,196
flare.Yardie110802621,10
flare.Tartrate114955559,10
flare.AbsorbentMaterial114597413,14
flare.Pause115271008,142
flare.Force108208016,1956
flare.Emperor110053004,2099
flare.Hospital103540595,4467
flare.Commodore109945021,36
flare.HandGrenade103485309,63
flare.Cooking100243918,40
flare.Fairy109540430,202
flare.Prohibition106542047,28
flare.Footwear103380867,163
flare.Catamaran102981792,37
flare.Thief110707804,1076
flare.Kin107969695,2013
flare.Utilitarian110742736,45
flare.ConceptAlbum106592078,1667
flare.Estuary109274500,253
flare.Accountant109761403,1088
flare.Spacecraft104264914,563
flare.Environment113934596,1653
flare.TennisPlayer110701180,5659
flare.Diesel-electricLocomotive103193260,28
flare.Numismatist110366779,274
flare.Receiver104060647,24
flare.Engagement101239064,642
flare.ReligiousResidence104073948,3722
flare.Eubacteria101355326,170
flare.Perception105708432,140
flare.Relationship113928388,54
flare.Euphoriant103301696,35
flare.Artist109812338,176040
flare.Democrat110002031,91
flare.Robbery100781685,153
flare.Inmate110207370,732
flare.Trawler110727171,19
flare.Sonnet106381372,193
flare.Operator113786413,272
flare.Bookbinder109865744,51
flare.Act106532095,2698
flare.Psychologist110488865,3169
flare.WarCrime100782518,488
flare.PercoidFish102554730,423
flare.Anorexic109795751,25
flare.NervePathway105475878,67
flare.VenerealDisease114133159,24
flare.Meter107094093,27
flare.Anthologist109796062,72
flare.PathologicProcess113533470,143
flare.Cell100006484,310
flare.Kiln103617095,18
flare.Obstetrician110369699,205
flare.BallroomDancing100534849,29
flare.Metaphysics106162653,66
flare.Drive104835724,236
flare.Calamity107314838,2578
flare.Beverage107881800,3214
flare.CabinetMinister109886010,269
flare.Novelette106368962,380
flare.Lowland109344198,75
flare.Volunteer110759151,152
flare.Fallacy105893916,220
flare.Parapsychologist110398806,212
flare.IndigenousLanguage106903519,730
flare.Lake109328904,12752
flare.LargeInteger113745420,108
flare.Brook109229409,176
flare.Lullaby107051851,41
flare.DomesticPartner110024362,1820
flare.Registrar110516874,56
flare.Atoll109210862,385
flare.Crack109258715,2735
flare.Smith110614629,256
flare.Pamphleteer110395605,23
flare.Apostle109799461,256
flare.Pass109386842,1671
flare.Sergeant110580772,70
flare.Occultist110370381,593
flare.Brick102897820,32
flare.Speaker110630188,4892
flare.Gargoyle103418618,10
flare.Album106591815,115198
flare.Apparition109547111,83
flare.Municipality108626283,134734
flare.World102472987,24
flare.Argument107140978,50
flare.DesignerDrug103179489,105
flare.Hypnagogue114913744,54
flare.BacterialToxin115034939,28
flare.Tuning100999588,35
flare.Fiber114866889,95
flare.InvestmentAdviser110215815,11
flare.Pachyderm102453108,149
flare.Tuber113128365,10
flare.AnabolicSteroid115111116,60
flare.Felony100768701,228
flare.Breakwater102894605,16
flare.Victimizer110752719,84
flare.Horse-drawnVehicle103538634,12
flare.Tetrapod102156732,107
flare.Denomination108146782,1967
flare.Duty101129920,236
flare.KneeBend100630071,24
flare.HeatWave111472612,33
flare.Light106874019,24
flare.Mare102377480,302
flare.CollaredLizard101679626,11
flare.Desert108505573,274
flare.SpecialEffect105917994,94
flare.Attention105853636,36
flare.Principal113355868,52
flare.Columnist109939154,2499
flare.Organelle105445668,94
flare.BasketballLeague108232299,261
flare.Ayatollah109826945,198
flare.Panelist110396106,30
flare.IndefiniteQuantity113576355,637
flare.DissociativeDisorder114417300,19
flare.Inscription106405699,397
flare.Reform100260622,25
flare.Poster106793426,33
flare.Pipe103944672,307
flare.Condition106755568,12
flare.Countenance104679549,24
flare.Mucin114730955,15
flare.Grasshopper102226429,86
flare.Inquirer110207831,206
flare.Geographer110127555,1660
flare.Telecaster110697420,12
flare.EthernetCable103300443,14
flare.InterstellarMedium109314829,22
flare.Category105838765,16008
flare.Sheik110588357,24
flare.CrocodilianReptile101696633,55
flare.HousingProject108549911,19
flare.Diptych103204810,14
flare.Solution114589223,160
flare.TomatoSauce107831267,13
flare.ElectronicEquipment103278248,2134
flare.Furan114876318,89
flare.Subfamily108108627,187
flare.Carillonneur109896311,11
flare.TrussBridge104492749,471
flare.Controversy107183151,1882
flare.Circuit103033362,658
flare.Sect108149781,357
flare.Grotto109294877,37
flare.Dam103160309,4331
flare.LaundryDetergent103648527,29
flare.HeartMurmur114334814,12
flare.Effort100621627,24
flare.Ghat103436075,85
flare.Polyhedron113883885,256
flare.Motion-pictureFilm103789400,106
flare.Similarity104743605,27
flare.Wrongdoing100732746,2213
flare.HolyPlace108585056,51
flare.FireStation103347338,182
flare.Skink101684133,321
flare.Walk100283568,44
flare.Epidemiologist110061882,195
flare.PersonalComputer103918480,638
flare.MusicalOrganization108246613,18645
flare.Bacillus101349948,112
flare.Queen110499857,151
flare.Bootlegger109866922,31
flare.TimePeriod115113229,68784
flare.TradeMagazine106596845,21
flare.Carpenter109896685,141
flare.Conjunction106325826,20
flare.Acquiring100041899,176
flare.Vice100747029,61
flare.Establishment103297735,6988
flare.Neurotoxin115036321,83
flare.Execution101127379,68
flare.Paleontologist110394786,870
flare.Credit113378518,168
flare.Naturalist110346955,1697
flare.Course100884466,23
flare.Hybrid101327322,11
flare.Criminologist109978442,217
flare.RadialEngine104040373,177
flare.Main109345932,620
flare.LargeIndefiniteQuantity113757724,123
flare.Mouse102330245,26
flare.Fortress103386011,148
flare.Campaign100798245,310
flare.CommercialEnterprise108065093,1032
flare.Control105196375,483
flare.Fruit113134947,482
flare.Toilet104446276,71
flare.Rodeo100522939,31
flare.SeaSpider101787006,14
flare.Measure100033615,84402
flare.Creator109614315,220621
flare.Menagerie103745146,973
flare.Model100898804,58
flare.Liverwort111542640,13
flare.Professorship100598056,175
flare.CoatOfArms103058726,1007
flare.SilverMine104220717,151
flare.Budgerigar101821869,12
flare.Radiologist110504206,109
flare.SystemCall106587217,11
flare.Fraternity108229467,487
flare.Oppressor110379758,30
flare.Adolescent109772029,24
flare.PartOfSpeech106317464,150
flare.Compositor109949946,343
flare.Barbu102611294,319
flare.Removal100391599,31
flare.Relationship113780719,258
flare.Scholar110557854,192128
flare.Philosophy106158346,128
flare.RiftValley109410224,26
flare.ComicOpera107026646,235
flare.Ecologist110043163,514
flare.RocketFuel114692026,57
flare.Proof105824739,25
flare.HousingDevelopment108549480,19
flare.Pigment114989820,277
flare.Mongoose102137549,49
flare.Genitor110126708,821
flare.Boom107477587,64
flare.Larceny100780889,158
flare.Anion109197815,30
flare.Propagandist110482921,201
flare.AreaCode106354626,258
flare.Conference108308497,2345
flare.Hoop103533972,86
flare.Megalith103743016,65
flare.Court108329453,1268
flare.Religion108081668,394
flare.QueenDowager110500506,71
flare.Dog102084071,441
flare.Infestation114452616,12
flare.Sign106793231,33
flare.Carrier108057633,10910
flare.Shop104202417,318
flare.Confederate109953483,810
flare.Sister110602985,652
flare.Meeting108307589,3926
flare.Non-standardSpeech107155081,812
flare.BiometricIdentification106424275,15
flare.Rustic110544232,31
flare.Carbamate114792281,154
flare.Hierarchy108377806,11
flare.Guitar103467517,402
flare.Sign106646243,632
flare.CelestialPoint108520401,33
flare.PathologicalState114051917,6509
flare.RecorderPlayer110512109,43
flare.TelevisionStation104406350,6308
flare.Headmaster110164233,62
flare.Pharmaceutical103920989,17
flare.DrinkingWater107936263,38
flare.MinorTranquilizer103771443,130
flare.PlantLouse102251775,44
flare.FattyAcid114740227,120
flare.Lumber114943580,22
flare.PublicSpeaking107241837,11
flare.ComputerKeyboard103085013,91
flare.Devotion107544491,113
flare.Law105870916,49
flare.Spacesuit104266375,27
flare.Victory107473441,665
flare.Trilogy107985825,139
flare.White104960729,12
flare.Mainframe103711711,341
flare.AutomotiveEngineer109825939,237
flare.Cab102930766,62
flare.Nonperson110361525,32
flare.Resistance101169317,1287
flare.Dolphinfish102581957,81
flare.Drawing107003119,23
flare.Argument106648724,194
flare.MagnitudeRelation113815152,308
flare.TaxCollector110693052,25
flare.Autobiographer109825296,1073
flare.AirForce108196024,190
flare.Quaestor110497775,25
flare.Incubator103567066,10
flare.TimeScale115134691,27
flare.Tug100115500,513
flare.Football100468480,628
flare.Area102735688,5116
flare.Plot108674739,1848
flare.Metabolite115110796,10
flare.RuleOfLaw113968973,10
flare.Taxidermist110693459,17
flare.BaseballCoach109841515,4045
flare.LegalStatus113952601,21
flare.Player110439851,249471
flare.Imp110200047,324
flare.WaterPistol104561548,10
flare.KeyboardInstrument103614532,138
flare.Qualification104717139,360
flare.Flute103372029,127
flare.MotorHotel103790755,26
flare.Nozzle103833564,17
flare.GamblingHouse103413428,494
flare.Lough109343660,64
flare.Individualist109619824,81
flare.TrackedVehicle104464852,600
flare.ChessPlayer109915834,2710
flare.Continuance101017987,432
flare.Chevrotain102435853,13
flare.BedroomFurniture102821943,31
flare.Gymnosperm111596108,99
flare.Rank114429985,3603
flare.Woodpecker101838598,195
flare.EnlistedPerson110058777,9247
flare.SulfaDrug104352070,93
flare.Organ106595056,10
flare.Coating103058107,118
flare.Snowboarder110617665,404
flare.Progenitor110126806,854
flare.Illustration106999233,1125
flare.Abbreviation107091587,8457
flare.Gear103430551,59
flare.PelecaniformSeabird102051474,23
flare.Position105074774,184
flare.OrganicCompound114727670,15781
flare.Ministry108113797,981
flare.Ballroom102783324,13
flare.Salad107806221,96
flare.LanguageUnit106284225,34635
flare.PoliticalActionCommittee108327212,78
flare.RegisteredNurse110516527,13
flare.NavalWeaponry103812924,196
flare.GeneralElection100182435,1396
flare.Cloak103045337,138
flare.Being113954253,195
flare.Contractor109960688,23
flare.ChemicalProcess113446390,1173
flare.Word106286395,10984
flare.Heater103508101,48
flare.Argonaut109607782,87
flare.Plan105898568,4415
flare.Fear107519253,25
flare.Executive110069645,32933
flare.Enzyme114732946,5048
flare.Speechwriter110631654,92
flare.Vulture101616318,23
flare.ProblemSolving105796750,1901
flare.Camera102942699,1064
flare.Plaything103964744,983
flare.Commandment107169848,40
flare.Butte109230202,77
flare.Glider103439814,171
flare.CountryStore103119203,39
flare.Tradition105809745,705
flare.Magnitude105090441,886
flare.Asana105081957,76
flare.Unfortunate109630641,20343
flare.Case106310945,74
flare.Stuff104345288,13
flare.MathematicalStatement106732169,1086
flare.Skateboard104225987,15
flare.GameEquipment103414162,168
flare.ThriftInstitution108422524,61
flare.Condition113920429,58
flare.Function100720565,85
flare.Area108497294,64199
flare.Referee110514429,1490
flare.Employer110054657,444
flare.Pyramid113914837,102
flare.PavedSurface103900509,49
flare.Flavonoid114869658,53
flare.Order113968547,69
flare.DefenseAttorney110000158,72
flare.Maker110284064,13320
flare.Reactor104057846,118
flare.Leveler110255567,17
flare.ConjoinedTwin110595012,15
flare.Lineman110263411,3610
flare.Native109620794,115
flare.Safety108643933,742
flare.Technique105665146,3196
flare.Orator110380672,307
flare.Allegation107236077,21
flare.StyleSheet106259584,35
flare.SemiconductorDevice104171831,738
flare.Meridian108598823,384
flare.Lathe103646296,11
flare.Zither104615226,103
flare.Keyboard103614007,91
flare.Modem103777754,57
flare.Slave-makingAnt102221820,16
flare.Fossil109284589,599
flare.GhostTown108671509,2368
flare.Isotope114619658,225
flare.SummerSchool115225526,14
flare.Contraceptive103096593,12
flare.Deist110000459,86
flare.Demonstration106879180,73
flare.Part113809207,63223
flare.Feature106615026,2298
flare.Newsreader110356877,1012
flare.Sociolinguist110620586,69
flare.Herbalist110171456,78
flare.Toxin115034074,228
flare.Reasoner110510339,10
flare.Height105137165,13
flare.CogRailway103065063,60
flare.Substance100020090,12638
flare.Visit101233156,31
flare.PlantFamily111744583,126
flare.Treasurer110727256,1125
flare.PoorPerson110453357,56
flare.Iodide114922371,81
flare.Position105079866,104
flare.Unicyclist110738111,15
flare.Contest107456188,66153
flare.Inclination106196584,247
flare.Card102962545,346
flare.Marchioness110293773,66
flare.FoodCompany108003427,1176
flare.Bus102924116,671
flare.Locomotive103684823,4016
flare.Determinant105692419,80
flare.InstrumentOfTorture103576215,56
flare.Alcohol114708720,250
flare.Postage106796119,207
flare.Abbess109754217,182
flare.Impression106590210,234
flare.Dogma106790042,10
flare.Are113613862,21
flare.Diver110019552,923
flare.Sweet107596684,88
flare.Compact103078995,13
flare.Actor109767197,1435
flare.ShippingCompany108003717,601
flare.Eukaryote101415626,66
flare.Decree106539770,122
flare.Mutineer110342180,24
flare.Fever114365356,35
flare.Princess110474064,2298
flare.VerbalCreation100929586,43
flare.LifePeer110260943,1391
flare.Interface106575227,400
flare.YellowJournalism106267991,10
flare.ConveyerBelt103100897,66
flare.Bias106201908,246
flare.LifeForm105217061,89
flare.Table104379243,380
flare.Medium114899152,225
flare.Yogurt107849336,31
flare.NationalCapital108691669,160
flare.Oxalate114970920,30
flare.CongressionalDistrict108542884,739
flare.Book106410904,29152
flare.Signer110597505,157
flare.Insecticide114919948,412
flare.LawDegree106704740,25
flare.Flat109281411,49
flare.Opening109379111,2741
flare.EpithelialCell105241827,11
flare.ElectricalPhenomenon111449002,74
flare.Lymph105404074,79
flare.NegotiableInstrument106481156,472
flare.Placoderm101480106,30
flare.Subculture108288753,178
flare.Mammalogist110286989,96
flare.Phagocyte105450888,42
flare.HarnessRace107461956,39
flare.Islander110217436,42
flare.Guidepost105848541,48
flare.Service100577525,2262
flare.Disputant109615465,20146
flare.Attendant109821831,355
flare.Quantum105855517,26
flare.FlexorMuscle105296503,20
flare.Transistor104471632,57
flare.Deputation108402442,903
flare.HatchetMan110161867,13
flare.PressureSuit104001845,27
flare.LogicalFallacy105894143,151
flare.Marina103721590,221
flare.ClosedCurve113868248,114
flare.Phonetician110426454,53
flare.Codex106489560,68
flare.Tyrant110735298,149
flare.MassMurderer110298343,495
flare.Psychic110488309,286
flare.Patriotism104878101,12
flare.SkeletalMuscle105289861,31
flare.FinanceMinister110089892,1315
flare.Cartographer109898215,650
flare.Autacoid105414534,32
flare.Globule109289709,76
flare.Mod110324357,23
flare.Society107966140,1513
flare.Stampede101123420,56
flare.Patrician110407105,42
flare.Vision105768252,12
flare.ElectoralCollege108238313,10
flare.AircraftEngine102687423,1012
flare.Restaurateur110524869,493
flare.Baronetcy114432623,2080
flare.Red104962784,18
flare.Tissue105267345,1131
flare.Moralist110330931,45
flare.Communication106252138,2486
flare.Union108233056,2485
flare.TradeName106845599,3125
flare.Unwillingness104645599,35
flare.CookingUtensil103101986,67
flare.Attitude106193203,1017
flare.Touraco101825278,16
flare.Behavior101220984,85
flare.WritingStyle107092158,2599
flare.Flatterer110095869,15
flare.Parricide110401204,45
flare.SchoolSystem104146976,10
flare.FirstName106337307,1917
flare.Broadcast106619428,7952
flare.Suppression101079604,17
flare.Masquerade108253450,40
flare.Landslide107474185,90
flare.Publicist110490699,245
flare.Recession114013368,34
flare.Raper110507230,459
flare.Recording104063868,2096
flare.Descendant110006511,66
flare.Canard106758135,13
flare.NeuralNetwork106725467,117
flare.Skeptic110604634,430
flare.Serviceman110582746,64781
flare.Hydrazine114910581,30
flare.Infielder110205457,3849
flare.CoccidInsect102248368,113
flare.Geyser109288635,88
flare.Channel109241247,665
flare.Plantation113252513,280
flare.Chachalaca101800424,15
flare.PoliceCommissioner110448834,43
flare.Preservative114997529,179
flare.Family108227916,37
flare.Melon107755411,18
flare.InterestRate113319032,71
flare.Exponent106812417,32
flare.Icon107269916,71
flare.Thrips102271897,23
flare.Search100945401,15
flare.Scientist110560637,65528
flare.Anti-inflammatory102721538,64
flare.Stupa104346328,68
flare.Woman'sClothing104596852,113
flare.Borough108540016,73
flare.Stop108656893,14
flare.Shooting100122661,401
flare.Small105559023,51
flare.Pylon104028764,13
flare.Dockyard108640392,22
flare.Villain110753546,49
flare.Goat102416519,23
flare.StopConsonant107115914,17
flare.Traveler109629752,73505
flare.PoliticalSystem108367880,480
flare.Tinamou101810268,49
flare.Master'sDegree106700447,133
flare.NaturalPhenomenon111408559,3669
flare.Radio106277135,15
flare.Chloride115017604,246
flare.Ancestor109792555,882
flare.Son110624074,1318
flare.ProfessionalOrganization108266070,40
flare.Variable109468959,723
flare.Nonworker109626031,12
flare.SoundEffect105917869,17
flare.Soup107583197,358
flare.SkinTest105745098,11
flare.Shaper104184435,11
flare.Busker109883174,301
flare.Mason110297531,57
flare.Saddle104123740,14
flare.Submariner110669357,30
flare.Indicator114917208,96
flare.PenalColony103907475,18
flare.Ordering108456993,3340
flare.Egress100044455,34
flare.GenrePainter110123517,457
flare.FloorCover103366823,98
flare.Illumination113983147,266
flare.Telecommunication106271778,13076
flare.Diamond113371958,95
flare.Spirit110636598,10
flare.Argumentation105773049,39
flare.Prism113884511,24
flare.Description106724763,1337
flare.Strain111515325,36
flare.Questioning107193184,45
flare.Mode106861630,33
flare.Insectivore101889074,13
flare.Seamount109427752,191
flare.Lion102129165,54
flare.Peer110412910,7742
flare.Painter110393909,67
flare.Passage103895293,2096
flare.PlaceOfBusiness103953020,5024
flare.Congregation107991364,38
flare.ArmyEngineer109809538,276
flare.BusinessDepartment108118039,27
flare.Show100520257,12143
flare.Research100636921,666
flare.Doctrine105943300,791
flare.Geophysicist110128519,338
flare.Socialist110618848,2579
flare.GeographicalArea108574314,455794
flare.Wheelchair104576002,12
flare.Concern105670710,166
flare.BarrelOrgan102795978,10
flare.Attraction106615561,4242
flare.StateTreasurer110652605,492
flare.Producer110480018,21837
flare.Player110440387,1811
flare.Rhapsody106382590,47
flare.Education100611433,19
flare.Need114449126,236
